,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
630,Turquoises,8.0,696.9230687999999,88429.5384,45_and_up,54209.17034,Yes,688.1158515999999,Yes,Male,By_16:00,0.328590787,0.248765058,3216.0,477.86471050000006,70.73325992,4762.298999000001,534.2735663999999,89.93375956,21.86011689,6.784,54819.05327999999,Yes,144899.7195,9.478272127,380.65695780000004,,232.30768959999997,100.0,Education,13.0,135.42332140000002,2.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,439.9438327
1921,Turquoises,4.0,970.9433287,141697.988,30-45,105081.5308,No,538.8728022999999,Yes,Male,After_16:00,0.096939618,0.14088931300000002,4476.0,278.0266055,21.01209345,,520.7663984000001,45.20371689,16.67412983,5.524,40948.88712,Maybe,191682.3445,4.674497456,437.81542289999993,59.78013151,323.6477762,70.0,Social,13.0,230.74767020000002,2.0,Foot_or_bicycle,Hightech,No,0.0,489.7346301
1940,Browns,6.0,83.52547249,488.46768629999997,Below_30,813.0089968999999,No,129.9086862,Yes,Male,By_16:00,0.833425638,0.478948673,9339.0,122.77631729999999,64.30241447,420.99648600000006,839.0523586000002,53.34606969,11.08044752,6.6610000000000005,10932.515790000001,Maybe,307.80545010000003,1.389694472,17.54438515,52.60492261,27.84182416,60.0,Financial,12.0,768.7632133999999,1.0,Car,Public_Sector,No,1.0,35.31112425
5005,Turquoises,,647.4985817,96473.09178999999,45_and_up,46809.65657,No,624.5822895,Yes,Male,After_16:00,0.823384375,0.943620186,8873.0,392.8876973,91.60151077,5255.580943999999,900.0677390000001,37.14589744,19.82139494,1.127,49438.80932,Maybe,199791.6165,6.617270077000001,446.98055489999996,50.27272187,215.8328606,60.0,Financial,9.0,128.5832559,3.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,452.57061289999996
5076,Turquoises,3.0,319.0288774,51070.18493,30-45,11425.16792,Yes,765.212936,Yes,Female,By_16:00,0.47268512700000004,0.376005078,6970.0,470.4313621,85.1824844,5743.266696,700.8748453,90.76330792,21.68942973,3.03,59313.42656,Maybe,230630.8391,8.616345224,480.2403972,,106.3429591,70.0,Social,12.0,94.54491616,4.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,587.6013409
3306,Turquoises,6.0,308.84233389999997,43726.31811,Below_30,10711.1238,Yes,640.452679,Yes,Female,After_16:00,0.668220901,0.235991166,7728.0,420.81788049999994,74.64013021,5089.076604999999,968.459225,11.42613112,20.51384607,2.272,50971.220069999996,Maybe,180407.5372,2.432706396,424.74408439999996,73.21247158,102.9474446,60.0,Financial,9.0,125.369196,0.0,Car,Industry_or_other,No,0.0,438.4843563
6237,Browns,4.0,922.5911361999999,259711.2165,Below_30,94892.46422000001,Yes,1224.186779,No,Male,By_16:00,0.23202901,0.28158417199999997,6418.0,803.0328871,1.003366732,10051.124679999999,913.741383,96.65447737,28.337834899999997,9.582,97781.53432,Yes,713190.2001,7.612675587000001,844.5058911,71.31774549,307.5303787,60.0,Financial,8.0,567.5192032000001,2.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,834.0131829
2643,Whites,7.0,735.4380443,134978.3192,Below_30,60351.714570000004,No,,No,Male,By_16:00,0.16983267800000001,0.303045744,4707.0,432.8314058,86.46710424,6371.700481,200.6716931,46.56316403,20.80460059,5.292999999999999,55069.337060000005,Maybe,303164.5082,2.3603278309999998,550.603767,29.08108064,245.14601480000002,70.0,Social,8.0,86.03352319,0.0,Public_or_other,Industry_or_other,Yes,2.0,481.8504591
8550,Turquoises,8.0,164.036886,18637.598469999997,Below_30,3054.4678480000002,No,687.949855,Yes,Female,After_16:00,0.8008130440000001,0.484710274,9229.0,466.21283210000007,16.9091457,4340.975824,856.4768771,43.96618642,21.59196221,0.7709999999999999,53868.11084,Maybe,116182.1419,9.936506413,340.8550159,19.34615127,54.67896201,90.0,Environment,11.0,165.7047899,2.0,Car,Services_or_Retail,No,0.0,468.545609
3040,Browns,7.0,584.156667,37755.71996,Below_30,38120.164619999996,No,289.41319649999997,Yes,Female,After_16:00,0.010110713,0.7960943909999999,8134.0,245.82789989999998,69.37824832,2430.641799,539.789672,8.677188422999999,15.67889983,7.8660000000000005,25206.30662,No,37596.667069999996,7.990555291000001,193.8986,86.73730746,194.718889,60.0,Financial,11.0,565.9172482999999,2.0,Car,Public_Sector,Yes,0.0,97.55645322
5635,Khakis,9.0,817.1802779,92568.07516000001,45_and_up,74480.57194,No,580.6855739,Yes,Male,By_16:00,0.41858952200000005,0.396447221,8639.0,386.0273305,79.52667153,4170.3773200000005,125.957249,81.75642963,19.64757823,1.361,45826.11145,No,115485.9689,6.025847942,339.8322659,46.38778665,272.393426,,Social,6.0,221.21134480000003,0.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,398.5554999
6584,Browns,6.0,102.9396455,32601.14157,30-45,1221.70995,Yes,1414.2791949999998,No,Female,By_16:00,0.801022054,0.7713626840000001,9351.0,936.8267159,9.832152585,11374.69885,288.44891160000003,47.49099226,30.60762513,6.649,112999.6505,Maybe,902698.6403,3.483536397,950.1045418,36.23398931,34.31321516,70.0,Social,,773.2665722,0.0,,Public_Sector,No,0.0,952.2493929
2338,Blues,5.0,1882.143016,612883.1184,45_and_up,394244.30700000003,Yes,629.4851173,No,Male,After_16:00,0.173646682,0.128904818,6034.0,159.3553375,0.9544611679999999,10087.624829999999,404.578326,33.96442481,12.623602400000001,7.966,47220.88498,No,954316.8375,1.514203397,976.8914153999999,3.54428303,627.3810053999999,90.0,Environment,14.0,648.1173259,1.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,776.7523441000001
5414,Khakis,7.0,668.2058637,65929.79987,45_and_up,,Yes,567.9967924,Yes,Male,After_16:00,0.083306197,0.135094235,4617.0,382.1012758,32.90270281,3724.2094950000005,987.7457481,46.65541083,19.54741097,5.382999999999999,44547.3703,Yes,87616.41103999999,1.3273305420000001,296.0006943,44.08531792,222.73528790000003,80.0,Healthcare,8.0,260.4502847,4.0,Public_or_other,Public_Sector,Yes,0.0,389.0111496
6378,Browns,3.0,303.04249869999995,99801.70479,30-45,10314.87595,Yes,1077.800226,No,Female,After_16:00,0.912287135,0.608252703,9924.0,667.8907113,78.04685943,11215.75257,726.747893,42.13326464,25.84358163,6.0760000000000005,87610.55607,Maybe,976138.2988,9.184078223,987.9971148,48.32984214,101.0141662,90.0,Environment,14.0,575.9869468999999,1.0,Public_or_other,Public_Sector,Yes,0.0,755.7977482999999
8618,Browns,4.0,685.3834766,205611.3746,45_and_up,52432.962269999996,Yes,913.7857875,No,Female,By_16:00,0.399820845,0.160797938,4720.0,549.8106602999999,26.03710114,10099.46075,904.4670542000001,54.12122263,,11.28,74416.63861000001,Maybe,809971.0978,,899.9839431,40.44633096,228.46115890000002,100.0,Education,14.0,432.90367589999994,4.0,Foot_or_bicycle,Hightech,Yes,4.0,657.9155977999999
3558,Violets,1.0,888.1868373,31559.248239999997,Below_30,87958.93539,Yes,210.3754625,Yes,Male,After_16:00,0.421215438,0.6777084320000001,9330.0,14.30772431,64.9899581,1094.581986,117.62381620000001,68.30046677,3.782555262,6.67,11551.347940000001,Maybe,11362.84658,5.097693026,106.5966537,49.13762526,296.0622791,60.0,Financial,12.0,637.6680213,0.0,Motorcycle_or_truck,Industry_or_other,Yes,2.0,373.6776905
946,Turquoises,8.0,227.9577767,29213.42046,30-45,5859.846812,No,707.9462524,Yes,Male,After_16:00,,0.260974824,4719.0,459.6525785,27.69104573,4763.888247999999,287.6500585,54.09729676,21.43950975,5.281000000000001,55075.40017000001,Yes,147808.1914,3.825045673,384.4583091,70.14644756,75.98592558,100.0,Education,13.0,122.93480109999999,6.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,511.6262017
2897,Reds,4.0,208.4684226,36025.19769,45_and_up,4908.2765,Yes,843.8414941999999,No,Female,After_16:00,0.5300704589999999,0.7946010659999999,7863.0,523.4176097,22.64756507,6231.10206,477.5440057,15.36911577,22.87832183,4.137,65449.11935,No,268766.2267,4.048467444,518.426684,2.118688379,69.48947421,40.0,Foreign_Affairs,8.0,144.94206359999998,3.0,Public_or_other,Public_Sector,No,0.0,641.845954
4103,Turquoises,1.0,422.79163380000006,56248.72764,45_and_up,20012.34894,Yes,721.3358635,Yes,Male,By_16:00,0.713263388,0.64184209,6015.0,457.2664342,85.15363322,4905.770382,932.8425673,81.56295558,21.38378905,3.985,55781.0686,No,159299.7689,1.300401222,399.1237514,35.39118324,140.9305446,60.0,Financial,11.0,116.5487919,3.0,Car,Services_or_Retail,Yes,2.0,539.7673951
7725,Yellows,9.0,,-50229.95335,30-45,6942.007587,Yes,554.8742241,No,Male,After_16:00,0.91088558,0.767101257,3537.0,322.40492939999996,28.14124264,6641.687289,980.8572093,31.07209189,17.95563782,10.463,45405.1726,Yes,359625.3891,3.7083306560000002,599.687743,27.34437685,-83.76018008,90.0,Environment,12.0,222.8702733,3.0,Motorcycle_or_truck,Services_or_Retail,No,2.0,409.4820265
6269,Whites,7.0,435.81829550000003,76849.1909,30-45,21259.44907,Yes,741.2693584,No,Male,After_16:00,0.8021506740000001,0.582463796,7118.0,479.1042096,76.80241042,6248.201406,422.3487421,13.674103400000002,21.88844923,2.8819999999999997,59151.404279999995,No,279840.2581,5.278974166,528.9992986999999,87.27069634,145.27276519999998,90.0,Environment,10.0,38.51691339,0.0,Foot_or_bicycle,Student_or_Unemployed,Yes,1.0,514.3512798
2859,Greens,7.0,960.0841874,91242.17727999999,45_and_up,102747.9888,Yes,844.3939425000001,Yes,Male,By_16:00,0.475205499,0.678832442,9667.0,530.5867348999999,30.02409379,3912.241485,122.1441235,18.77319976,23.03446841,0.33299999999999996,,No,81285.88826,9.897393126,285.1068015,38.45309706,320.0280625,100.0,Education,13.0,279.8949825,4.0,Motorcycle_or_truck,Hightech,No,0.0,676.7104017999999
4378,Greens,3.0,281.1383715,26462.384169999998,30-45,,No,827.564566,Yes,Female,After_16:00,0.081692093,0.235453253,3589.0,506.2621768,64.94134408,3836.299425,825.749204,70.35440200000001,22.50027059,6.4110000000000005,61111.17115,No,79737.05653,,282.37750710000006,30.86079869,93.71279051,60.0,Financial,10.0,287.2467065,2.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,687.3817124
4059,Khakis,4.0,132.9553527,12493.55947,30-45,2018.4435399999998,No,559.2415022999999,Yes,Male,By_16:00,0.58775335,0.743940438,5439.0,374.2422081,83.37494154,3567.526874,348.8260808,65.64522416,19.34534073,4.561,43666.47098,Yes,79470.0038,8.223966013,281.9042458,16.58449599,44.31845089,100.0,Education,9.0,275.35535780000004,1.0,Foot_or_bicycle,Hightech,No,0.0,388.4661808
3120,Greys,2.0,194.39172030000003,31416.519930000002,Below_30,4273.479563,No,723.9750296,Yes,Male,By_16:00,0.105090098,0.277892211,6987.0,523.4869152,34.04214145,5895.408715,442.3026552,46.79553637,22.87983643,5.013,59521.50555,Maybe,235073.2083,0.791020407,484.8434885,20.08517361,64.79724009,40.0,Foreign_Affairs,9.0,95.47851971,2.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,408.7049142
3361,Browns,10.0,108.51237409999999,12440.3115,45_and_up,1354.49694,No,460.8808637,,Male,By_16:00,0.538001214,0.14969405800000002,6596.0,353.1803003,39.98484369,4145.685821,234.12257639999999,85.57713919,18.79309182,9.404,39098.0426,Maybe,118289.5797,2.058014795,343.932522,66.85419106,36.17079137,60.0,Financial,11.0,354.7678938,1.0,Public_or_other,Student_or_Unemployed,Yes,0.0,217.2506824
4067,Turquoises,8.0,352.5057168,,45_and_up,13934.199730000002,No,604.7534393,Yes,Male,By_16:00,0.643808029,0.38919822,8177.0,409.8422159,42.47366493,4934.989441,580.2718524000001,76.55940652,20.24456016,1.8230000000000002,48741.54595,No,169357.3532,2.8431504760000004,411.53050089999994,48.04601283,117.50190559999999,90.0,Environment,11.0,167.8359019,3.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,389.48478989999995
8134,Browns,10.0,,73327.18902,Below_30,6138.886978,No,1285.5537880000002,No,Male,After_16:00,0.34848253799999995,0.001121125,4014.0,833.9861387999999,87.64454871,11094.41726,697.6865691,10.90132496,28.87881817,11.985999999999999,103016.131,Yes,888578.6507,2.011337439,942.6444985999999,27.19283185,77.78880493,100.0,Education,15.0,673.0153186000001,0.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,881.4036262
6251,Turquoises,6.0,173.44229840000003,27299.13933,Below_30,3410.284197,No,683.508839,Yes,Female,After_16:00,0.854756915,0.071393104,3937.0,436.6045029,46.98152719,5595.091657999999,617.6104299,48.86654087,20.89508322,6.063,54149.47489,Maybe,222961.7578,2.927169953,472.1882652,89.36986497,57.81409947,60.0,Financial,10.0,70.4952952,2.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,486.6919198
316,Khakis,3.0,427.9185518,47924.41303,30-45,20498.6714,No,583.3324446,Yes,Male,After_16:00,0.11647743199999999,0.555185909,3894.0,388.4525659,71.65259076,4136.732335000001,404.9306745,88.31831452,19.70920003,6.106,,Maybe,112884.3883,4.447758051,335.98272030000004,62.7484855,142.63951730000002,60.0,Financial,5.0,222.0221096,5.0,Car,Hightech,No,,400.25372660000005
168,Browns,8.0,112.6083305,1077.600502,Below_30,1456.495677,No,273.7857155,Yes,Female,After_16:00,0.357769141,0.03054181,5170.0,232.382748,47.76532629,751.8491862000001,391.232355,55.84849878,15.24410535,10.83,21920.10076,Yes,824.1704513999999,9.472068804,28.70836901,85.8191825,37.53611017,100.0,Education,15.0,659.8911396000001,2.0,Car,Hightech,Yes,0.0,123.54081070000001
3913,Pinks,5.0,944.5375672,81559.46818,45_and_up,99452.75872,No,582.2736876,Yes,Female,By_16:00,0.6523424170000001,0.692283487,5930.0,375.6657478,69.956588,3341.788594,349.581256,81.17246144,19.38209864,4.07,44497.454289999994,Maybe,67104.67977999999,7.1668238429999995,259.0457098,78.90748437,314.8458557,70.0,Social,8.0,278.46931989999996,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,2.0,436.53988719999995
2441,Yellows,4.0,916.2405637,153134.8948,Below_30,93592.83248,No,531.6902642,No,Male,After_16:00,0.17715261,0.662006048,7564.0,308.61997139999994,52.73816031,5631.258124,132.26149740000002,17.77535174,17.56758297,6.436,42587.86559,No,251403.7832,1.5170254769999998,501.4018181,90.1011128,305.4135212,100.0,Education,15.0,212.52989790000004,2.0,,Public_Sector,Yes,,407.58421630000004
7472,Browns,7.0,432.9230119,132955.2146,Below_30,20979.011469999998,Yes,1175.168401,No,Male,By_16:00,0.647598185,0.699778707,3867.0,761.0384794,88.22695171,10735.39279,285.86884449999997,10.89292418,27.58692588,12.133,94858.34337,Yes,848851.8853,0.514353311,921.3315827,89.68884044,144.3076706,90.0,Environment,11.0,577.4050177,1.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,796.2012223999999
6818,Khakis,6.0,514.5790268000001,54606.23757999999,Below_30,29602.812439999998,Yes,561.9283256,Yes,Male,By_16:00,0.18432822100000001,0.495451871,3618.0,364.85232310000004,65.84341826,,245.87684500000003,23.12127659,19.1011079,6.382000000000001,43879.6024,Yes,101349.7905,4.901140768,318.35481860000004,37.60627883,171.5263423,80.0,Healthcare,8.0,246.1330498,2.0,Car,Services_or_Retail,Yes,5.0,403.4515059
4253,Whites,9.0,,41155.56916,30-45,22619.40181,No,573.725757,Yes,Male,By_16:00,0.28173612,0.290915885,7074.0,313.1112658,95.97841403,3372.397568,226.86505780000002,47.90977286,17.69495029,2.926,41882.736730000004,Maybe,75414.77333,8.025745791,274.6175037,1.661874005,149.8650618,60.0,Financial,7.0,294.2133282,2.0,Motorcycle_or_truck,Hightech,No,0.0,528.9277348999999
3986,Khakis,9.0,106.69909960000001,11273.95906,30-45,1310.532794,No,558.0953143999999,Yes,Female,By_16:00,0.7471431140000001,0.66803268,9737.0,372.3023955,98.85143267,3914.441961,312.6071608,59.35888521,19.29513917,0.263,43973.855019999995,Maybe,100478.6768,0.135386833,316.983717,24.69457383,35.56636653,,Environment,9.0,252.1363929,3.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,382.6495735
5716,Reds,4.0,634.4444097999999,101588.9528,Below_30,44945.89359,No,695.9059366,Yes,Male,By_16:00,0.11275960300000001,0.7482175,6955.0,420.10599019999995,80.48079328,5643.893021,737.7767107000001,74.28756519,20.49648726,5.045,54184.3288,Yes,230753.5154,5.343174363999999,480.36810410000004,33.25491522,211.4814699,50.0,Other,10.0,91.28234512,2.0,Foot_or_bicycle,Public_Sector,No,1.0,539.5474701
4913,Turquoises,3.0,441.0068178,55671.87165,45_and_up,21766.670430000002,Yes,653.716038,Yes,Female,By_16:00,0.559718959,0.334260022,3013.0,457.51377930000007,13.58978418,4702.171163,88.01869838,75.83481243,21.38957174,6.987,52427.0277,Yes,143424.5668,4.9411253539999995,378.7143604,87.78151025,147.0022726,70.0,Social,12.0,157.95272240000003,2.0,Motorcycle_or_truck,Services_or_Retail,Yes,1.0,408.1644013
1134,Khakis,7.0,230.725282,23260.52382,45_and_up,6001.814622999999,No,554.8463419,Yes,Female,By_16:00,0.15030403,0.5130100870000001,4984.0,374.2328478,92.86457708,3772.909782,955.6392727,47.82424648,19.34509881,5.016,43718.63032,Yes,91472.6203,7.38397056,302.44440860000003,83.11062772,76.90842734,100.0,Education,9.0,265.1881617,1.0,Public_or_other,Student_or_Unemployed,Yes,2.0,375.584676
83,Browns,3.0,513.6609334,7414.776481999999,45_and_up,29497.615260000002,No,147.8032343,Yes,Female,After_16:00,0.472826455,0.8054050159999999,8779.0,116.8131628,74.12504787,666.681051,936.4954803999999,28.38110921,10.80801382,7.221,11844.92472,Maybe,1875.363952,7.309144705,43.30547254,99.23105129999999,171.2203111,100.0,Education,12.0,731.1637592000001,1.0,Public_or_other,Services_or_Retail,Yes,0.0,76.68168100000001
8278,Yellows,1.0,-163.8558402,-32115.52805,Below_30,2938.574315,Yes,533.9226733,No,Female,By_16:00,0.769207744,0.77221803,8151.0,349.5071317,2.250099275,6578.974603000001,22.46127976,82.24939597,18.69510983,5.849,45342.56908,Yes,345739.3359,9.904004212,587.9960338999999,72.45615558,-54.61861339,60.0,Financial,10.0,249.7692951,4.0,Public_or_other,Hightech,No,0.0,321.1333027
626,Browns,1.0,225.71525079999998,201.59724780000002,45_and_up,5746.0578,Yes,150.1063997,Yes,Male,By_16:00,0.16340700800000002,0.374055541,4100.0,124.6059602,,276.0063768,615.409534,59.22777089,11.16270398,11.9,11747.90958,Yes,7.179428907999999,0.164246156,2.679445634,44.04126722,75.23841694,100.0,Education,15.0,754.0194384,5.0,Motorcycle_or_truck,Industry_or_other,Yes,1.0,75.3861819
3675,Turquoises,8.0,239.74217059999998,,Below_30,6476.17054,No,633.8017278,Yes,Female,By_16:00,0.956354755,0.8528014079999999,4845.0,391.3091194,92.03868699,5201.398102,916.0306237,55.63825553,19.78153481,5.155,49738.69852,No,195256.1548,0.591702804,441.8779863,85.26735746,79.91405686,100.0,Education,16.0,125.79078009999999,0.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,474.8714433999999
487,Browns,9.0,619.5564149,75983.11059,30-45,42866.53561,Yes,683.2574339,Yes,Female,By_16:00,0.330402243,0.875353745,4195.0,466.2503289,72.78137798,4611.735128,781.3711227000001,54.90286127,21.592830499999998,11.805,53989.3554,Yes,135367.6628,8.69611762,367.923447,14.47241814,206.51880500000001,80.0,Healthcare,13.0,143.9751259,3.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,453.6795863
5674,Turquoises,10.0,196.2130263,30201.89535,Below_30,4353.132308,Yes,689.5984367000001,Yes,Female,After_16:00,0.126099681,0.17754585,6104.0,411.47443460000005,56.17132082,5440.669097,112.78694080000001,68.00899329,20.28483262,3.8960000000000004,53330.41435,Yes,213233.401,6.307448831,461.7720228,44.42461403,,70.0,Social,12.0,106.9183345,2.0,Public_or_other,Public_Sector,No,0.0,546.1884865000001
8854,Browns,9.0,433.60939840000003,131666.6898,Below_30,21045.32651,No,1301.931086,No,Male,After_16:00,0.9757490609999999,0.079448638,5101.0,826.6914847,39.09530425,10762.965709999999,999.125141,32.49478913,28.75224312,10.899000000000001,103095.0039,Yes,829844.9776,5.43103653,910.9582742999999,71.51665587,144.53646609999998,90.0,Environment,13.0,680.9151218,5.0,Foot_or_bicycle,Hightech,Yes,0.0,933.6258452
2934,Pinks,,,78994.5042,Below_30,13937.73386,No,856.117881,No,Female,After_16:00,0.06827224700000001,0.94518056,5135.0,632.8475183999999,13.18030448,7987.665913,199.6834446,48.60132684,25.15646077,4.865,72144.58062000001,Maybe,451848.9246,8.062450201,672.1970876,23.02566071,117.51687959999998,100.0,Education,11.0,225.9680719,1.0,Motorcycle_or_truck,Hightech,No,0.0,438.67081129999997
5780,Blues,5.0,1227.865902,365124.98799999995,Below_30,167936.4745,No,383.3914578,No,Female,By_16:00,0.105351979,0.166038481,4127.0,123.71935230000001,73.54516182,9168.404442000001,265.25134590000005,47.85757065,11.12292013,9.873,33473.57157,Yes,795836.2968,6.189452097999999,892.0965737,35.39942999,409.288634,60.0,Financial,8.0,559.7961497,2.0,Public_or_other,Services_or_Retail,No,2.0,365.6687667
3767,Pinks,2.0,582.5302533,55709.59399,45_and_up,37908.78742,No,603.7945664,Yes,Male,After_16:00,0.8536219270000001,0.08944133800000001,9396.0,385.6610016,45.75188353,3640.3366340000002,544.0263719999999,89.1636244,19.63825353,0.604,46218.64286,Maybe,82312.44953,9.172041249,286.9014631,9.923321707000001,194.1767511,60.0,Financial,7.0,245.80219300000002,4.0,Public_or_other,Student_or_Unemployed,Yes,0.0,456.01903719999996
8058,Whites,3.0,489.6118006,45858.84413,45_and_up,26808.72785,Yes,592.8085227000001,Yes,Male,By_16:00,0.604647629,0.5611881320000001,9640.0,332.3207555,33.13404282,3474.551979,294.155824,16.38790069,18.22966691,0.36,43581.06219,Yes,78955.96841,9.394864466,280.99104680000005,21.7570232,163.2039335,70.0,Social,7.0,277.5919315,0.0,,Services_or_Retail,Yes,1.0,531.2414761
7271,Violets,3.0,860.0349861,285341.419,45_and_up,82481.14248,Yes,1431.209269,No,Female,After_16:00,0.308261023,0.06806417599999999,9052.0,972.1399537000001,37.13785226,11897.64542,432.74019519999996,61.2997747,31.17915896,6.9479999999999995,115702.4018,Yes,990694.8503,8.490833596,995.3365513,27.252744699999997,286.6783287,100.0,Education,13.0,799.5349372000001,2.0,Motorcycle_or_truck,Public_Sector,No,0.0,913.4993119
7414,Whites,5.0,411.40232149999997,68533.51933,45_and_up,18952.89745,No,611.3790351,Yes,,After_16:00,0.7326652090000001,0.607552295,7872.0,389.1855731,83.02867312,,46.19663139,4.208102473,19.72778683,2.128,49342.96649,Maybe,249755.5236,3.821214784,499.75546380000003,67.88029603,137.1341072,70.0,Social,7.0,135.3565365,2.0,Foot_or_bicycle,Public_Sector,Yes,1.0,422.27294580000006
653,Greys,2.0,1019.4609740000001,200253.7933,45_and_up,115827.6734,Yes,796.5865593,No,Male,By_16:00,0.608562257,0.612994911,7237.0,532.1440882,99.65857982,6957.219787999999,505.98312769999995,97.29635955,23.06824849,4.763,64490.978729999995,No,347266.4297,6.1905109000000005,589.2931611,26.11787017,339.82032460000005,30.0,Military,8.0,96.49452059999999,1.0,Car,Hightech,No,0.0,517.4551276000001
7106,Violets,7.0,949.0831828,267134.4339,Below_30,100410.6819,No,1149.54102,No,Female,After_16:00,0.8863897959999999,0.7003321259999999,4375.0,838.0949132999999,82.9701182,10120.16309,495.0423329,91.53174851,28.94986897,11.625,95699.87742,Maybe,713006.8441,5.294353175,844.397326,93.77859847,316.3610609,70.0,Social,9.0,497.7067074,0.0,Car,Public_Sector,No,2.0,621.631731
4175,Turquoises,7.0,719.2641286,83544.26938,Below_30,57732.07545,No,665.5896486,Yes,Female,After_16:00,0.691566462,0.905658498,3085.0,407.90431980000005,99.95895131,4300.381249,724.1735252999999,23.0294164,20.1966413,6.915,50683.10062,Yes,121422.4627,4.882339088,348.4572609,2.514451789,239.75470950000002,60.0,Financial,9.0,179.41551619999998,3.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,527.2600694
5346,Turquoises,3.0,315.0630123,47122.76579,45_and_up,11144.43231,No,710.4326965,Yes,Female,By_16:00,,0.848038042,8376.0,442.55951730000004,84.68681045,5372.103918,762.938113,37.61329551,21.03709859,1.624,55326.56266,Yes,201330.3334,6.184797336,448.69848830000007,1.2947557729999999,105.0210041,100.0,Education,14.0,84.3965961,3.0,Car,Hightech,Yes,0.0,534.5185643
844,Turquoises,9.0,322.0065232,43272.71813,Below_30,11638.246729999999,No,697.6087267000001,Yes,Female,After_16:00,0.41563084299999997,0.8910360940000001,9877.0,453.9060353,45.89484367,4939.3501,370.2278207,8.393292292,21.30507065,0.12300000000000001,54609.88155,Maybe,162532.9888,7.180521605,403.15380289999996,97.91196468,107.33550770000001,100.0,Education,13.0,107.2837986,2.0,Foot_or_bicycle,Services_or_Retail,No,2.0,497.55582919999995
386,Khakis,8.0,401.2507958,39836.51115,30-45,18032.88373,No,526.3273293000001,Yes,Female,After_16:00,0.7034396509999999,0.607424406,8312.0,352.15593160000003,51.89041262,3682.736697,395.504202,41.46135820000001,18.76581817,1.6880000000000002,41497.5229,No,88710.14487,5.928105197000001,297.8424833,48.90698586,133.7502653,,Environment,9.0,287.31276610000003,1.0,Foot_or_bicycle,Hightech,Yes,0.0,359.2054849
4922,Turquoises,9.0,1030.901638,128413.3341,30-45,118437.8769,Yes,721.7915632,Yes,Male,After_16:00,0.8188759729999999,,9712.0,503.95765980000004,59.499300600000005,4744.838302,476.947583,56.55389887,22.44900131,0.28800000000000003,57288.96207,Maybe,139645.9338,6.755890967000001,373.6922983,40.56844283,343.6338793,80.0,Healthcare,13.0,132.04010630000002,0.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,461.72087910000005
9966,Turquoises,8.0,368.4241701,48703.717110000005,30-45,15214.62685,Yes,630.3272237000001,Yes,Male,After_16:00,0.010196417,0.887703418,9656.0,417.0891842,54.34669466,4800.018918,344.29513710000003,54.73509696,20.42276143,0.344,50012.337080000005,Yes,157278.9127,8.62003986,396.584055,43.09870612,122.80805670000001,60.0,Financial,10.0,149.628204,2.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,430.57710480000003
7024,Khakis,10.0,436.99844900000005,43044.929189999995,Below_30,21374.29331,Yes,545.0735434999999,Yes,Male,By_16:00,0.500647889,0.07731051,9365.0,357.5949864,23.70496334,3670.229925,50.70448667,32.69542661,18.91018208,0.635,42540.79902,No,87322.61116,3.835379581,295.5039952,79.87250341,145.6661497,70.0,Social,,273.4632044,2.0,Motorcycle_or_truck,Public_Sector,Yes,,387.3753124
