,Avg_education_importance,Is_Most_Important_Issue__6,Overall_happiness_score,Avg_monthly_household_cost,Avg_Satisfaction_with_previous_vote,Avg_size_per_room,Number_of_differnt_parties_voted_for,Phone_minutes_10_years,Political_interest_Total_Score,Avg_monthly_expense_on_pets_or_plants,Married,Weighted_education_rank,Is_Most_Important_Issue__5,Is_Most_Important_Issue__3,Avg_environmental_importance,Last_school_grades,Avg_Residancy_Altitude,Vote
534,-0.419473817,0,-0.268939436,-0.631630074,0.110397814,-0.561346356,-1.049291735,-0.522036432,-0.106901079,-0.751240626,1,-0.44548407,0,0,-0.619801381,0.428571429,-0.713665896,4
1363,-0.163169107,0,0.051276865,-0.086295068,0.74753411,-0.306501094,-1.803128103,-0.117207073,-0.828566495,-0.976633826,-1,0.128197349,0,1,-0.085420086,-0.714285714,0.416372823,8
8665,0.20044655,0,-0.107416147,0.017960694,-0.514203651,0.085441468,-0.672373551,-0.322921561,-1.118970475,-0.999150433,1,-0.108682038,0,0,-0.021161198,-0.142857143,0.025619654,9
4444,1.786549066,0,-0.180333605,1.78088231,-0.254029473,2.212130902,0.458381,0.736102612,1.222335179,0.738494438,-1,0.804782273,0,0,1.389313691,0.428571429,2.087517752,0
2408,-0.438779323,0,0.140569565,-0.388378149,0.310343657,-0.579824412,1.212217368,-0.457113856,-0.38274552,-0.97131986,1,-0.305451247,0,0,-0.251539311,1,-0.408063207,9
2392,-2.501764436,0,-0.803069789,-1.754709218,1.790370917,-1.97509898,0.458381,-0.332227043,1.238105961,-0.975185451,1,-0.120904732,0,0,-1.903584186,1,-0.312000372,7
2182,-2.862037822,0,-0.813622699,-2.132722129,1.390784958,-2.10103468,0.081462816,-0.660617941,1.983245974,-0.983657348,1,-0.903880434,0,0,-2.125081008,-0.142857143,-1.820455014,10
8946,-0.775987129,0,-0.937605149,-1.258623521,0.963989243,-0.886367401,0.458381,-0.60665795,1.27253827,0.195381852,1,-0.633020759,0,0,-1.434037549,0.142857143,-1.119953485,0
1941,-1.514418219,0,-0.682434448,-1.450243191,0.542390897,-1.450536344,1.966053735,-0.530893015,0.903270072,-0.905731135,1,-0.442470632,0,0,-1.529111049,1,-0.843596019,7
279,0.148166613,0,0.030119627,0.029450979,5.43E-16,0.026893809,-0.295455367,-0.357587378,-1.039645804,-0.983319589,1,-0.155112381,0,0,0.054070365,0.142857143,-0.0716246,9
8816,-0.102078456,0,0.012060373,-0.175742915,-1.525244789,-0.243143537,1.589135552,-0.377236389,-0.86210087,-0.973412276,1,-0.182599775,0,0,-0.133568136,0.714285714,-0.165105368,9
9442,-0.026154879,0,-0.066506327,-0.135060729,-1.670159666,-0.162999829,-0.295455367,-0.327625811,-1.014246127,-0.919050474,1,-0.11483995,0,0,-0.140547765,0.714285714,-0.023997005,11
343,0.366253647,0,0.089494701,0.238415416,0.529550339,0.276003111,-0.672373551,-0.342348553,-1.020717691,-0.975231804,1,-0.134395181,0,1,0.263471257,-0.714285714,0.005786133,8
9012,0.055257094,0,-0.174590884,-0.143966753,-1.501703765,-0.075335337,0.081462816,-0.358688754,-0.892173013,-0.939205962,1,-0.15662942,0,0,-0.18730322,0.428571429,-0.090106925,9
7389,0.293441453,0,0.077098369,0.241172809,-1.183135617,0.191407149,-1.049291735,-0.190632534,-1.125063467,-0.957813363,-1,0.049799806,0,1,0.231916169,0.290776018,0.353570964,8
8724,1.038220293,0,0.669565999,1.312647317,1.216520232,1.124208393,0.081462816,0.192472424,0.640695939,-0.997575479,-1,0.411734455,0,0,1.386297121,0.290776018,1.173948251,1
4136,-0.250198498,0,-0.220315013,-0.469618761,-0.232934269,-0.395021557,-1.049291735,-0.500518046,-0.336793413,-0.953523087,1,-0.382368071,0,0,-0.463732807,0.714285714,-0.568241754,4
3016,-2.268394547,0,-0.908947292,-2.00679487,0.354979885,-1.874840933,0.081462816,-0.655593926,1.923412857,-0.998112906,1,-0.855388526,0,0,-2.059471256,0.714285714,-1.693712214,1
8258,0.158937768,0,-0.060108075,-0.012600331,-0.761842999,0.038896001,-1.803128103,-0.367825665,-1.032305428,-0.897798853,1,-0.16932144,0,1,-0.019301888,-0.714285714,-0.096819464,3
7643,-0.06790405,0,0.000805038,-0.191875943,-1.167849237,-0.207261983,0.458381,-0.441062253,-0.714872823,-0.954243578,1,-0.279081417,0,0,-0.137675828,0.428571429,-0.343141685,9
1352,-3.034780257,0,-0.98681084,-2.24175783,1.32077334,-2.149001381,1.589135552,-0.657836096,2.197307422,-0.96238365,1,-0.87469168,0,0,-2.300202175,0.714285714,-1.772255391,7
6751,-0.182615628,0,0.002932317,-0.233221648,-1.770744043,-0.326458024,0.081462816,-0.368485661,-0.826308123,-0.650259539,1,-0.170245752,0,0,-0.190974253,0.714285714,-0.154318793,9
5745,1.332476159,0,-0.152580921,1.033000273,5.43E-16,1.533980321,0.835299184,-0.235601528,-0.153993145,0.184826564,-1,-0.001247925,0,0,0.855139184,1,0.450962628,0
8012,0.062136707,0,-0.077668893,-0.038308118,-0.014033315,-0.067845451,-2.180046286,-0.246656594,-1.154512729,-0.971239986,-1,-0.014202046,0,0,-0.074046134,-0.142857143,0.181936499,4
5493,-0.232863486,0,-0.205116854,-0.436155741,-1.573855476,-0.377552467,-1.049291735,-0.479798847,-0.423989473,-0.990624271,1,-0.34452477,0,0,-0.433220723,0.714285714,-0.493597552,4
8554,0.327923527,0,0.350229176,0.238697283,-1.608708421,0.231291493,-0.672373551,-0.513030108,-0.173788279,-0.63503707,1,-0.406388152,0,0,0.415575564,0.142857143,-0.518373388,2
9021,-0.143190841,0,0.015920617,-0.197735642,-1.21187401,-0.285892251,0.835299184,-0.366471263,-0.854292444,-0.903395019,1,-0.167427837,0,0,-0.154086946,0.714285714,-0.14277001,9
9603,0.190043692,0,0.115752477,0.105986988,-1.161428958,0.073732689,-1.049291735,-0.354762878,-0.949171056,-0.959827514,1,-0.151234298,0,1,0.158120133,-0.714285714,-0.057102276,8
4218,-0.845830026,0,-0.892461187,-1.27838755,0.094805707,-0.946025169,-1.34E-15,-0.607714302,1.218069401,-0.976769882,1,-0.636382426,0,0,-1.432351138,-0.142857143,-1.13544932,1
5729,0.617785438,0,-0.066264508,0.161474082,0.982944354,0.579243882,0.081462816,-0.6269124,0.186211664,0.214288641,1,-0.704054792,0,0,0.21824813,0.290776018,-1.031457037,0
1338,0.363910381,0,0.190973101,0.164039035,-0.435325933,0.273258348,0.081462816,-0.54462652,-0.262153161,-0.976212679,1,-0.471885139,0,0,0.292006377,0.428571429,-0.636547635,2
8165,0.16678035,0,0.211854348,0.020872877,-1.075825233,0.047654599,1.212217368,-0.542270704,-0.246995204,-0.711446745,1,-0.466724165,0,0,0.020745801,0.428571429,-0.66115119,2
2366,0.393954764,0,0.288666475,0.278231244,-0.839192079,0.308562788,0.081462816,-0.488223892,-0.34204312,-0.914041824,1,-0.359643172,0,0,0.417980288,0.428571429,-0.417674064,2
1809,0.043652875,0,0.171391131,0.022146853,-1.398062112,-0.087940009,-0.672373551,-0.355242845,-0.806549059,-0.881019853,1,-0.15189205,0,0,0.10620672,0.142857143,-0.083019385,9
4538,-1.133619693,0,0.457463112,-0.717868598,0.328075857,-1.177967332,0.458381,-0.562517687,0.593038877,0.36565259,1,-0.512860743,0,0,-0.38232302,1,-0.935894653,0
5677,0.90630754,0,-0.063579809,0.831806764,-0.445414944,0.94809163,-1.426209919,0.216880777,-0.18123256,-0.926294655,-1,0.431697156,0,0,0.643876011,0.428571429,1.185048101,6
5420,0.217793952,0,0.210925928,0.123537797,-0.282156411,0.224526741,0.081462816,-0.564720632,-0.150651751,-0.998898206,1,-0.518146901,0,0,0.271219156,0.142857143,-0.731973627,2
9782,-0.226441933,0,-0.15134193,-0.211954857,-1.526467699,-0.234639847,-0.672373551,-0.295803183,-0.919522266,-0.85751001,1,-0.07398179,0,0,-0.251589143,1,0.042786358,4
2854,0.208361999,0,-0.081750897,0.137367093,0.709929616,0.094370137,0.458381,-0.079629857,-0.971447752,0.966307102,-1,0.166282503,0,0,0.053836607,0.714285714,0.549971856,0
1777,-0.485307811,0,-0.377600302,-0.725928061,-0.284296504,-0.623945576,1.589135552,-0.528116674,0.030321469,-0.45566697,1,-0.436710823,0,0,-0.751442091,0.714285714,-0.706529568,12
3531,-0.213736451,0,-0.948611909,-0.434792376,-0.368677319,-0.358183445,0.081462816,0.49354931,1.210580318,-0.308982471,-1,0.641086237,0,0,-0.897884767,0.428571429,1.384016262,0
660,-0.015992476,0,-0.115385566,-0.135965217,-1.047392567,-0.152154584,-0.672373551,-0.293289781,-1.025131728,-0.878443181,1,-0.070831291,0,0,-0.168734633,1,0.061363288,4
4451,-0.86681106,0,-0.813199613,-1.056562706,1.680614713,-0.963689585,0.081462816,-0.319468416,0.672746423,-0.803469145,1,-0.104188773,0,0,-1.283137865,0.428571429,-0.125897655,7
6042,0.467838773,0,-0.227262513,0.039480881,1.348594551,0.396417618,0.458381,-0.54491277,-0.26722663,-0.999309536,1,-0.472515677,0,0,0.004912694,0.142857143,-0.618956796,12
5203,1.043709815,0,0.871184651,0.959925385,0.634414902,1.131639171,0.458381,-0.654165011,1.498310362,0.603527819,1,-0.844329709,0,0,1.350508229,0.142857143,-1.213985977,0
3946,-0.236815034,1,0.042965795,-0.174756563,-0.593692824,-0.38154171,-1.426209919,-0.200354782,-0.85722256,-0.932278321,-1,0.038975849,0,0,-0.154420163,-0.428571429,0.235222341,8
4152,0.380713742,0,0.261847774,0.223797529,-1.599230866,0.292973576,1.212217368,-0.530926821,-0.236277267,-0.985284198,1,-0.442541133,0,0,0.370809209,1,-0.577726634,2
4172,-0.236005679,0,-0.203787185,-0.43752417,-0.099331312,-0.380724978,-1.803128103,-0.479562469,-0.424455012,-0.845428788,1,-0.344105624,0,0,-0.433958692,-0.142857143,-0.493284349,4
6166,-0.257329966,0,-0.206208574,-0.467704341,-0.559757062,-0.402184654,-0.672373551,-0.500816032,-0.345357176,-0.783761237,1,-0.382929264,0,0,-0.456013101,0.714285714,-0.570402016,4
9740,0.990545756,0,0.652570728,1.348213056,1.486783421,1.060016532,0.081462816,0.511218875,0.900867579,-0.991695608,-1,0.653558511,0,0,1.373271705,0.428571429,1.624110519,1
3853,0.212742215,0,0.023319685,0.045420899,-1.356177432,0.099318307,0.458381,-0.415361343,-0.887356087,-0.994694535,1,-0.238759101,0,0,0.078665977,-0.142857143,-0.21967327,9
6856,-0.73212723,0,0.038099518,-0.67511545,-0.160782558,-0.848231046,-1.049291735,-0.531473588,-0.057506994,-0.998937575,1,-0.443682629,0,0,-0.530483767,0.142857143,-0.754008874,11
5822,0.034009794,0,-0.139801284,-0.090069447,-0.385798064,-0.098386835,-1.049291735,-0.245797631,-1.048038382,-0.933463435,-1,-0.013189437,0,0,-0.146752208,0.714285714,0.179202877,4
8971,0.402212257,0,0.70184859,0.667123317,-0.224679624,0.318308625,1.212217368,-0.124266744,0.292569898,-0.303581434,-1,0.120897883,0,0,0.865334137,0.714285714,0.497814887,0
9306,1.4416863,0,0.774718902,1.857600932,1.923056691,1.692005037,1.589135552,0.561154917,1.376540727,-0.986062219,-1,0.688308426,0,0,1.876723092,1,1.786626891,1
3846,-0.079943537,0,0.027778438,-0.175175551,0.1235441,-0.219938828,-0.295455367,-0.420321126,-0.760927886,-0.754208452,1,-0.246372544,0,0,-0.116486964,-0.142857143,-0.282862605,9
2616,0.121011824,0,-0.208037308,0.02192581,-0.885051217,-0.003225625,-1.426209919,-0.037708712,-0.736544965,-0.983571327,-1,0.207353553,0,1,-0.109245093,-0.714285714,0.613200129,3
4613,-0.604436833,0,0.066290688,-0.570440611,-0.854478458,-0.734249761,-1.049291735,-0.515269742,-0.171876145,-0.861623061,1,-0.410790994,0,0,-0.429765124,0.142857143,-0.674058221,11
4000,0.818286568,0,-0.119400036,0.682710242,-0.660035711,0.833185374,-0.672373551,0.081037388,-0.432346478,-0.930760647,-1,0.316756816,0,0,0.504509883,1,0.948897478,6
2174,-0.067999583,0,-0.069524947,-0.187269584,-0.106668775,-0.207362729,0.835299184,-0.368267494,-0.904310896,-0.958967291,1,-0.169940099,0,0,-0.180097725,0.142857143,-0.135567325,9
5889,0.443875315,0,0.209643944,0.28051443,-0.481490799,0.367761559,0.458381,-0.486696877,-0.452623869,-0.615258644,1,-0.356876639,0,0,0.386482208,1,-0.403380216,2
3324,0.463362957,0,-0.098774556,0.200853575,-0.903394872,0.391053571,-1.426209919,-0.386928436,-0.933037737,-0.737935196,1,-0.196504359,1,0,0.160545327,-1,-0.094794203,3
3793,-0.184918421,0,-0.080972977,-0.255486909,-1.098754802,-0.328814501,0.458381,-0.325334011,-0.88312482,-0.978527984,1,-0.111834628,0,0,-0.255287957,0.142857143,-0.04357878,9
1935,-0.217549085,0,-0.232057366,-0.432695898,-0.899114686,-0.36205219,-1.803128103,-0.470019736,-0.432312714,-0.904158921,1,-0.327402483,0,0,-0.444082742,0.142857143,-0.458665658,4
6416,0.319983117,0,0.082433413,0.167736979,-1.275159621,0.222078647,1.589135552,-0.400565991,-0.88968698,-0.967784589,1,-0.216487029,0,0,0.209857396,0.714285714,-0.158581912,9
4857,0.286410099,0,0.060740338,0.23374288,-0.014033315,0.183313564,-1.803128103,-0.174850036,-1.131241722,-0.971074249,-1,0.067137032,0,0,0.215670533,-0.142857143,0.3749644,11
6945,1.406745476,0,0.771286019,1.864317831,1.369078299,1.641096472,0.458381,0.740303963,1.512380471,-0.967580857,-1,0.807487102,0,0,1.862661122,1,2.005540944,1
4858,-1.980293502,0,-0.982200256,-1.996073835,1.187781839,-1.730810134,0.835299184,-0.664596937,2.148398351,-0.846565839,1,-0.997529134,0,0,-2.058282992,0.428571429,-1.942093021,1
2644,0.113252411,0,-0.0673199,-0.134449448,-0.920515617,-0.011795645,0.081462816,-0.508421845,-0.526179145,-0.887258553,1,-0.397430046,0,0,-0.096096962,-0.142857143,-0.538422101,9
3819,1.227147998,0,-0.806830156,0.747784237,-0.01219895,1.384619992,0.081462816,0.173265396,0.873389351,0.332728769,-1,0.395825033,0,0,0.262516452,0.428571429,1.183418529,0
6488,0.757695811,0,0.047881652,0.770664794,1.010154109,0.755301942,-0.672373551,0.271585779,-0.172101012,-0.795231245,-1,0.475457755,0,0,0.628797526,0.142857143,1.23886844,10
1371,0.070541057,0,-0.002990687,-0.060770434,-1.544811355,-0.058678253,-0.295455367,-0.386100039,-0.945304957,-0.947296411,1,-0.19530652,0,0,-0.034579591,0.142857143,-0.161130477,9
7368,-0.645903377,0,0.028125136,-0.60202053,-0.704060484,-0.77174652,0.081462816,-0.496159701,-0.218307281,-0.988460931,1,-0.37421756,0,0,-0.479861003,1,-0.610215362,11
8905,0.822032025,0,-0.029583346,0.747795211,-0.899420414,0.838032285,-0.672373551,0.134092088,-0.368390967,-0.990373334,-1,0.362801779,0,0,0.593422172,1,1.037215722,6
909,-1.536349719,0,-0.96460843,-1.727882472,1.389867775,-1.465043454,-1.049291735,-0.645406319,1.728198083,-0.813798637,1,-0.788834215,0,0,-1.842604965,-0.142857143,-1.504602216,1
3339,-1.623474279,0,-0.898925059,-1.784451465,0.824271735,-1.521392767,1.212217368,-0.662323858,1.841383004,-0.975146781,1,-0.927358483,0,0,-1.844220346,0.714285714,-1.776676202,1
5369,0.495118358,0,0.681888537,1.011352149,0.889697439,0.429227685,-0.295455367,0.857708879,1.196529899,-0.474685971,-1,0.881500548,0,0,1.047190286,-0.142857143,1.961424355,1
7185,-0.145110846,0,-0.009043501,-0.251910935,0.25928715,-0.287877534,-1.34E-15,-0.440288258,-0.678937364,-0.996775625,1,-0.277834215,0,0,-0.195941877,0.714285714,-0.353068812,9
6844,0.885894702,0,0.176907971,0.869730323,1.170049638,0.847817224,-1.34E-15,0.105313432,-0.386419273,-0.697521089,-1,0.276347422,0,0,0.806120936,0.142857143,0.848239557,10
340,0.183805389,0,-0.118237694,0.021448093,-1.113735454,0.06672526,-1.426209919,-0.275626255,-1.166257115,-0.983032947,1,-0.048984734,0,0,-0.031908954,0.142857143,0.136310045,4
5529,1.470182639,0,0.898550586,1.942746288,1.430223817,1.7337678,1.212217368,0.539053941,1.56986954,-0.864107148,-1,0.673017642,0,0,2.007517972,0.428571429,1.763915064,1
1656,0.112418046,1,0.087052335,0.019177343,-1.033940553,-0.012716208,-1.049291735,-0.37995222,-0.909967481,-0.966268984,1,-0.186472048,0,0,0.073607991,-0.428571429,-0.137314745,8
6700,0.270838652,0,0.277994524,0.34366352,-0.511452103,0.165437188,-1.426209919,-0.140167356,-0.657384595,-0.960173001,-1,0.104280484,0,1,0.399668869,-0.714285714,0.442884887,8
589,0.168257088,0,-0.095528602,0.009049678,-0.341467563,0.049305675,-0.295455367,-0.301501901,-1.164249057,-0.784076539,1,-0.08116503,0,0,-0.028494343,-0.142857143,0.072444588,9
7716,0.565904112,0,0.471040102,0.9574858,0.538110711,0.515300168,-0.295455367,0.611284095,0.894666775,-0.996237116,-1,0.860365488,0,0,0.913736863,-0.142857143,1.934356788,1
1562,-0.393800496,0,-0.262051028,-0.607350872,-0.582380904,-0.536617694,-0.672373551,-0.527338921,-0.142546615,-0.969449737,1,-0.435107821,0,0,-0.59672343,0.714285714,-0.690157193,4
4214,0.657519889,0,-0.187156524,0.433662299,-0.522152568,0.628707482,-0.672373551,-0.131352706,-0.792815032,-0.99740796,-1,0.11352312,0,1,0.284155041,-0.714285714,0.531144763,3
1780,0.044397675,0,-0.058418311,-0.045064835,-0.996030332,-0.087132088,-1.049291735,-0.253807123,-1.153559123,-0.905691087,1,-0.022672335,0,0,-0.070723699,0.428571429,0.162883261,4
7308,-0.120030357,0,0.092553729,-0.1505837,0.117735276,-0.261866016,1.589135552,-0.381459331,-0.783876599,-0.648684504,1,-0.188628881,0,0,-0.076284941,0.714285714,-0.179429339,9
4517,-0.157647776,0,-0.993284279,-0.984840265,0.627688895,-0.300816258,1.212217368,-0.66127662,1.614208276,-0.949770114,1,-0.91219939,0,0,-1.167659329,1,-1.561622522,1
8562,-0.156053121,0,-0.1496513,-0.226257035,-1.147059761,-0.299172849,-1.803128103,-0.229062208,-0.888615964,-0.949873423,-1,0.00633625,0,0,-0.276306283,-0.142857143,0.185707778,11
9291,1.794951326,0,0.605937916,2.119539294,1.117770221,2.225203553,-0.295455367,0.478558076,1.355880504,-0.763146086,-1,0.630429691,0,0,2.050413104,0.428571429,1.757888903,10
2115,0.356756753,0,-0.345552257,0.079709725,-0.436243116,0.264888175,0.458381,-0.192327443,-0.666251964,-0.997084831,-1,0.047920878,0,0,-0.089992635,1,0.350860415,12
116,0.326063245,0,0.225989974,0.144498518,0.273962074,0.22913158,-1.049291735,-0.552747188,-0.191165201,-0.996805686,1,-0.490075507,0,0,0.291971191,-0.142857143,-0.67787853,2
6471,-0.047258825,0,-0.030349523,-0.150105092,-0.942222276,-0.185432826,0.458381,-0.277068686,-0.937873025,-0.962626377,1,-0.163224096,0,0,-0.131338126,0.142857143,-0.119447509,9
9698,1.870999244,0,0.642491607,2.126882345,1.74818051,2.344388742,-0.295455367,0.149067386,1.228356469,-0.941675486,-1,0.375519619,0,0,2.112238764,0.428571429,1.291226894,7
5450,-0.672448835,0,-0.649018385,-0.616177607,1.496872431,-0.795507194,0.081462816,0.350088695,0.708741398,0.392361908,-1,0.559407472,0,0,-0.922525382,0.142857143,1.161939522,0
4733,-0.335525941,0,-0.253961453,-0.560998906,-0.003944305,-0.479827671,-1.426209919,-0.523098313,-0.190993266,-0.41827362,1,-0.426446431,0,0,-0.553040486,0.428571429,-0.665018665,4
8010,1.850193497,0,0.65078388,2.073551287,0.282522447,2.311626192,1.589135552,0.039948086,1.153061015,-0.998573993,-1,0.279958772,0,0,2.082755146,0.714285714,1.104469075,7
5911,1.981861522,0,0.924340868,2.595763061,0.459538721,2.520930627,-1.049291735,0.954150523,2.315503001,-0.941331051,-1,0.940187539,0,0,2.563255704,-0.142857143,2.392175117,1
1570,-3.548656925,0,-0.991246844,-2.353294998,0.441806521,-2.24411249,0.458381,-0.664586401,2.404344184,-0.758558192,1,-0.994529216,0,0,-2.38351932,1,-2.014700509,1
9625,-1.091934922,0,0.050652307,-0.668155354,-0.199915689,-1.145755193,-1.049291735,-0.125401586,-0.1536694,-0.974955942,-1,0.119720054,1,0,-0.607176007,-1,0.272205624,5
8272,0.112969403,0,0.216957796,0.122439001,-1.164180506,-0.012107911,-0.672373551,-0.302793384,-0.801799498,-0.962317381,1,-0.082800763,0,1,0.204601582,-0.714285714,0.059963642,8
5710,0.543412996,0,0.249750236,0.528219395,0.941976857,0.487805446,0.458381,-0.199517092,-0.704670741,-0.196115269,-1,0.039912899,0,0,0.563739565,0.714285714,0.369639021,12
416,0.503429343,0,0.007129897,0.464883937,-0.768263278,0.439263472,-1.049291735,0.051529433,-0.6744504,-0.539844007,-1,0.290436789,1,0,0.365931864,-1,0.838736276,3
8383,0.850403551,0,-0.069071869,0.746253683,0.127824286,0.874870103,-0.672373551,0.111219855,-0.380348631,-0.99584548,-1,0.343145053,0,0,0.578565822,0.428571429,1.005448363,6
7305,-0.111946468,0,-0.09917152,-0.254198307,-0.438994664,-0.253445888,1.212217368,-0.406688847,-0.771600578,-0.905283821,1,-0.225626337,0,0,-0.243941376,0.714285714,-0.248514857,9
9479,0.069724419,0,0.006875551,0.116191215,-1.541142624,0.071480612,-1.426209919,-0.109288829,-1.241819272,-0.952164121,-1,0.030097429,0,0,0.093271825,0.142857143,0.287451966,4
8250,1.91344024,0,0.882602087,2.509228583,0.917824377,2.411582027,-1.34E-15,0.998831948,2.240616875,-0.994393098,-1,0.966783753,0,0,2.463845858,-0.142857143,2.426078761,1
5505,1.419253623,0,0.895013731,1.952393879,0.84903567,1.659282928,-0.672373551,0.576678742,1.564304462,-0.904875736,-1,0.698966469,0,0,1.962768883,-0.142857143,1.801906439,1
2391,-0.236604228,0,-0.064778932,-0.357470826,0.103366079,-0.381328998,-0.672373551,-0.46228766,-0.559968754,-0.881848944,1,-0.314166857,0,0,-0.30846019,-0.142857143,-0.436432162,9
5053,1.860869416,0,0.931666825,2.447254489,0.665293388,2.328422845,0.458381,0.866333048,2.159345132,-0.879666809,-1,0.886822871,0,0,2.441240609,0.142857143,2.261303591,1
8504,0.689728441,0,-0.255510557,0.424335244,-0.423402557,0.669114911,0.081462816,-0.139151348,-0.675723508,-0.290082295,-1,0.105349763,0,0,0.248408434,0.142857143,0.521763689,12
3557,0.406920762,0,0.14902747,0.279223746,-1.225020296,0.323874031,-0.672373551,-0.510253887,-0.25477827,-0.942111141,1,-0.400975354,0,0,0.429978693,0.142857143,-0.493952987,2
5492,-0.008945278,0,0.041033704,-0.124823395,-1.535945255,-0.14461751,1.589135552,-0.434647306,-0.746701518,-0.948468501,1,-0.268808728,0,0,-0.062176237,1,-0.314045223,9
9691,1.445608942,0,0.044785124,1.343523467,1.134585238,1.697740859,0.835299184,0.028629427,0.114832267,-0.019947391,-1,0.269634876,0,0,1.17445675,1,0.991173608,0
940,0.501005255,0,0.136723956,0.300736282,-0.788747026,0.436334383,1.589135552,-0.47211829,-0.572702621,-0.969882885,1,-0.331039924,0,0,0.370048183,0.714285714,-0.343776083,9
2919,-0.708385377,0,-0.617845067,-1.030979392,1.46782831,-0.827370974,-0.295455367,-0.580940021,0.628583948,-0.800639014,1,-0.559012666,0,0,-1.107074388,-0.142857143,-0.970187139,1
3038,0.018721477,0,-0.019323194,-0.066541827,-0.685411101,-0.114898025,1.212217368,-0.302659211,-1.098879421,-0.881047038,1,-0.082630689,0,0,-0.064250555,1,0.044604665,9
83,-1.916507651,0,-0.851114053,-1.876261991,0.387692737,-1.695894762,0.458381,-0.661478077,1.837558519,-0.845096639,1,-0.914905778,0,0,-1.908628393,1,-1.779614208,1
637,-0.205033096,0,-0.141691117,-0.315692538,-0.8593701,-0.349337318,1.212217368,-0.357353914,-0.778201361,-0.998311265,1,-0.154791158,0,0,-0.328105007,0.428571429,-0.128414381,9
1852,-0.075329068,0,-0.10793357,-0.157280882,-0.692137108,-0.215084695,-0.672373551,-0.252093296,-1.004337191,-0.982136607,1,-0.047170582,0,0,-0.192623217,1,0.147235897,4
6910,0.332984528,0,0.125525037,0.060403297,-0.315786446,0.237172384,-0.672373551,-0.595045696,-0.049152533,-0.99966443,1,-0.597914535,0,0,0.191189631,0.142857143,-0.881764503,12
2561,-0.029046273,0,-0.053859994,0.000218235,-0.010976039,-0.030609748,-1.803128103,-0.244443852,-1.205717369,-0.925807434,-1,-0.011595607,0,0,-0.029859207,-0.142857143,0.192574986,4
8970,0.576247285,0,0.546389475,0.866777172,0.752731479,0.527990187,0.081462816,0.283494261,0.352074251,-0.442424755,-1,0.484812889,0,0,0.922605956,-0.142857143,1.221981702,1
9001,0.080743719,1,0.117997169,0.160085726,-1.020488539,-0.047523911,0.081462816,-0.021686523,-0.740347802,-0.986149017,-1,0.222686519,0,0,0.149129106,-0.428571429,0.635605353,8
7570,1.388851503,0,0.573344215,1.719559522,0.618822795,1.615152556,-0.295455367,0.624220013,1.123690991,-0.979634941,-1,0.731198327,0,0,1.661581927,0.428571429,1.856479429,1
4679,0.359425705,0,0.256771878,0.436966331,-0.402001626,0.425822646,0.458381,-0.050211707,-0.59734128,-0.590073358,-1,0.195251783,0,0,0.460368205,0.142857143,0.631563968,12
6853,-0.432991463,0,-0.115294926,-0.445203682,-0.540190496,-0.574295176,-0.295455367,-0.332308005,-0.656296755,-0.95869851,1,-0.12101182,0,0,-0.438701703,0.142857143,-0.098486496,9
3629,-0.37530465,0,-0.272767777,-0.571453418,-0.348805025,-0.518692241,-1.426209919,-0.486190332,-0.267061827,-0.921033815,1,-0.355961544,0,0,-0.581350669,0.428571429,-0.536883991,4
3902,-1.60798941,0,-0.821239517,-1.66843742,1.090254738,-1.511527257,-0.672373551,-0.634312635,1.465808333,-0.959838369,1,-0.734708471,0,0,-1.737583,0.142857143,-1.408745522,1
3420,0.034543403,0,-0.01238358,-0.074835911,-0.127763978,-0.097809407,1.212217368,-0.351738188,-1.016942569,-0.62720699,1,-0.147100898,0,0,-0.058701347,1,-0.075412239,9
2791,-0.009251508,0,-0.423459681,-0.331663863,-0.878019482,-0.144945307,-1.803128103,-0.388184962,-0.373467034,-0.987076777,1,-0.198324676,1,0,-0.45372268,-1,-0.180032667,5
7031,-0.222912705,0,-0.244892398,-0.485710846,-1.371769539,-0.367488107,-1.803128103,-0.531975802,-0.213647465,-0.853299527,1,-0.444733177,0,0,-0.478727974,0.142857143,-0.682661151,6
8204,0.157930524,0,0.09869164,0.09235949,0.221376929,0.037772313,-0.295455367,-0.314148563,-1.040900379,-0.981580022,1,-0.097310292,0,0,0.130283189,-0.142857143,0.039976243,9
9644,1.538637345,0,0.445528306,1.856452922,1.025746216,1.83498647,1.966053735,0.833098003,1.30626402,-0.896440466,-1,0.866228727,0,0,1.70988027,1,2.14685047,10
1191,-0.182058212,0,-0.203659126,-0.334485199,-0.575043441,-0.325887396,1.966053735,-0.365180173,-0.711083162,-0.902508107,1,-0.165626751,0,0,-0.369263753,1,-0.145446268,9
4791,-0.128503513,0,-0.622833488,-0.746488296,1.649430498,-0.270672686,0.081462816,-0.651241035,0.900776032,-0.465460932,1,-0.823849585,0,0,-0.812076879,0.714285714,-1.38897987,1
5149,1.901662218,0,0.912787307,2.48537394,1.043172689,2.392886166,1.966053735,0.880283723,2.176366427,-0.978344939,-1,0.895400756,0,0,2.466237324,1,2.287453987,1
5033,0.041873188,0,0.000223221,-0.079936819,-0.865178924,-0.08986992,1.589135552,-0.384725054,-0.934104007,-0.986248588,1,-0.193322255,0,0,-0.050765029,0.714285714,-0.162115197,9
